position,name,profile_id,points,owner,year,week,gsis_id,birthdate
K,Dan Bailey,2495259,5.00,Brock,2013,10,00-0028660,1/26/1988
DEF,Carolina Panthers,100004,17.00,Brock,2013,10
QB,Jake Locker,2495194,-1.24,tim,2013,10,00-0027946,6/15/1988
RB,Ray Rice,941,5.60,tim,2013,10,00-0026195,1/22/1987
RB,Mike James,2540224,4.10,tim,2013,10,00-0030391,4/13/1991
WR,Steve Smith,2504595,6.30,tim,2013,10,00-0020337,5/12/1979
WR,Kenny Stills,2540202,13.50,tim,2013,10,00-0030085,4/22/1992
TE,Coby Fleener,2532838,5.30,tim,2013,10,00-0029697,9/20/1988
Q/R/W/T,Terrelle Pryor,2531332,8.78,tim,2013,10,00-0028825,6/20/1989
BN,Jordan Cameron,2495267,0.00,tim,2013,10,00-0028040,8/7/1988
BN,Dwayne Bowe,2495558,0.00,tim,2013,10,00-0025410,9/21/1984
BN,Steven Jackson,2505936,2.00,tim,2013,10,00-0022736,7/22/1983
BN,Andy Dalton,2495143,15.16,tim,2013,10,00-0027973,10/29/1987
BN,Stevan Ridley,2495470,0.00,tim,2013,10,00-0028011,1/27/1989
K,Robbie Gould,2506264,7.00,tim,2013,10,00-0023252,12/6/1982
BN,Stephen Gostkowski,2506922,0.00,tim,2013,10,00-0024333,1/28/1984
DEF,Denver Broncos,100009,5.00,tim,2013,10
QB,Eli Manning,2505996,7.30,Matt,2013,10,00-0022803,1/3/1981
RB,Rashad Jennings,71345,10.70,Matt,2013,10,00-0027155,3/26/1985
RB,Adrian Peterson,2507164,19.70,Matt,2013,10,00-0025394,3/21/1985
WR,Harry Douglas,222,2.90,Matt,2013,10,00-0026224,9/16/1984
WR,Eddie Royal,1990,3.60,Matt,2013,10,00-0026182,5/21/1986
TE,Greg Olsen,2495700,1.40,Matt,2013,10,00-0025418,3/11/1985
Q/R/W/T,Denarius Moore,2495315,4.50,Matt,2013,10,00-0028086,12/9/1988
BN,Darren McFadden,284,0.00,Matt,2013,10,00-0026144,8/27/1987
BN,Marques Colston,2495821,16.70,Matt,2013,10,00-0024466,6/5/1983
BN,Anquan Boldin,2505587,2.30,Matt,2013,10,00-0022084,10/3/1980
BN,Alex Smith,2506340,0.00,Matt,2013,10,00-0023436,5/7/1984
BN,Jonathan Stewart,949,4.10,Matt,2013,10,00-0026153,3/21/1987
BN,Josh Gordon,2537931,0.00,Matt,2013,10,00-0029664,4/13/1991
K,Matt Prater,2506677,4.00,Matt,2013,10,00-0023853,8/10/1984
DEF,Seattle Seahawks,100030,10.00,Matt,2013,10
QB,Russell Wilson,2532975,21.48,Eric,2013,10,00-0029263,11/29/1988
RB,Chris Johnson,262,5.30,Eric,2013,10,00-0026164,9/23/1985
RB,Giovani Bernard,2540156,15.50,Eric,2013,10,00-0030456,11/22/1991
WR,Jordy Nelson,1032,5.60,Eric,2013,10,00-0026176,5/31/1985
WR,T.Y. Hilton,2532865,13.00,Eric,2013,10,00-0029608,11/14/1989
TE,Tony Gonzalez,2500835,2.90,Eric,2013,10,00-0006101,2/27/1976
Q/R/W/T,Drew Brees,2504775,31.68,Eric,2013,10,00-0020531,1/15/1979
BN,Joique Bell,497145,4.10,Eric,2013,10,00-0027218,8/4/1986
BN,DeAngelo Williams,2495979,10.60,Eric,2013,10,00-0024242,4/25/1983
BN,Kellen Clemens,2506895,16.08,Eric,2013,10,00-0024264,6/6/1983
BN,Tavon Austin,2539336,35.64,Eric,2013,10,00-0030525,3/15/1990
BN,Torrey Smith,2495459,10.60,Eric,2013,10,00-0027996,1/26/1989
K,Justin Tucker,2536340,8.00,Eric,2013,10,00-0029597,11/21/1989
DEF,Washington Redskins,100032,-1.00,Eric,2013,10
BN,Baltimore Ravens,100002,12.00,Eric,2013,10
QB,Matthew Stafford,79860,18.66,Daniel,2013,10,00-0026498,2/7/1988
RB,Matt Forte,234,4.90,Daniel,2013,10,00-0026184,12/10/1985
RB,Alfred Morris,2533457,13.90,Daniel,2013,10,00-0029141,12/12/1988
WR,Dez Bryant,497278,4.40,Daniel,2013,10,00-0027902,11/4/1988
WR,Calvin Johnson,2495647,20.30,Daniel,2013,10,00-0025389,9/29/1985
TE,Jordan Reed,2540160,12.20,Daniel,2013,10,00-0030472,7/3/1990
Q/R/W/T,Ben Roethlisberger,2506109,10.16,Daniel,2013,10,00-0022924,3/2/1982
BN,Rob Gronkowski,497240,0.00,Daniel,2013,10,00-0027656,5/14/1989
BN,Roy Helu,2495161,3.10,Daniel,2013,10,00-0028043,12/7/1988
BN,Cecil Shorts,2495341,4.20,Daniel,2013,10,00-0028052,12/22/1987
BN,Jason Campbell,2506364,0.00,Daniel,2013,10,00-0023460,12/31/1981
BN,Darren Sproles,2506467,19.16,Daniel,2013,10,00-0023564,6/20/1983
RES,Michael Crabtree,71269,0.00,Daniel,2013,10,00-0026986,9/14/1987
K,Garrett Hartley,4381,6.00,Daniel,2013,10,00-0025824,5/16/1986
DEF,San Francisco 49ers,100029,13.00,Daniel,2013,10
BN,Chicago Bears,100005,1.00,Daniel,2013,10
QB,Andrew Luck,2533031,13.82,joe,2013,10,00-0029668,9/12/1989
RB,Danny Woodhead,4327,10.40,joe,2013,10,00-0026019,1/25/1985
RB,Andre Ellington,2539217,7.30,joe,2013,10,00-0030287,2/3/1989
WR,Demaryius Thomas,497328,28.80,joe,2013,10,00-0027874,12/25/1987
WR,Vincent Jackson,2506400,2.80,joe,2013,10,00-0023496,1/14/1983
TE,Timothy Wright,2541768,1.90,joe,2013,10,00-0029910,4/7/1990
Q/R/W/T,Matt Ryan,310,12.38,joe,2013,10,00-0026143,5/17/1985
BN,Jamaal Charles,925,0.00,joe,2013,10,00-0026213,12/27/1986
BN,Martellus Bennett,1062,2.90,joe,2013,10,00-0026201,3/10/1987
BN,Ben Tate,497208,6.40,joe,2013,10,00-0027890,8/21/1988
BN,Daniel Thomas,2495241,-0.20,joe,2013,10,00-0028000,10/29/1987
BN,Alshon Jeffery,2533039,11.90,joe,2013,10,00-0029137,2/14/1990
K,Josh Brown,2505459,6.00,joe,2013,10,00-0021940,4/29/1979
DEF,Miami Dolphins,100019,7.00,joe,2013,10
BN,New England Patriots,100021,0.00,joe,2013,10
QB,Peyton Manning,2501863,27.10,jordan,2013,10,00-0010346,3/24/1976
RB,Knowshon Moreno,79619,11.40,jordan,2013,10,00-0026988,7/16/1987
RB,Reggie Bush,2506874,11.30,jordan,2013,10,00-0024217,3/2/1985
WR,Eric Decker,497284,5.20,jordan,2013,10,00-0027690,3/15/1987
WR,Larry Fitzgerald,2506106,2.30,jordan,2013,10,00-0022921,8/31/1983
TE,Antonio Gates,2505299,6.20,jordan,2013,10,00-0021547,6/18/1980
Q/R/W/T,Philip Rivers,2506121,13.42,jordan,2013,10,00-0022942,12/8/1981
BN,DeMarco Murray,2495207,15.50,jordan,2013,10,00-0028009,2/12/1988
BN,James Jones,2507183,4.40,jordan,2013,10,00-0025465,3/31/1984
BN,Aaron Dobson,2539256,0.00,jordan,2013,10,00-0030540,7/23/1991
BN,Mike Glennon,2539275,7.26,jordan,2013,10,00-0030520,12/12/1989
K,Shaun Suisham,2506149,11.00,jordan,2013,10,00-0023001,12/29/1981
BN,Nick Folk,2507225,0.00,jordan,2013,10,00-0025565,11/5/1984
DEF,Tampa Bay Buccaneers,100031,9.00,jordan,2013,10
BN,Kansas City Chiefs,100016,0.00,jordan,2013,10
QB,Joe Flacco,382,8.00,Jared,2013,10,00-0026158,1/16/1985
RB,Fred Jackson,2506871,6.20,Jared,2013,10,00-0024204,2/20/1981
RB,Eddie Lacy,2540168,8.40,Jared,2013,10,00-0030485,6/2/1990
WR,Mike Wallace,2507763,1.50,Jared,2013,10,00-0026901,8/1/1986
WR,Antonio Brown,2508061,11.88,Jared,2013,10,00-0027793,7/10/1988
TE,Kyle Rudolph,2495438,0.00,Jared,2013,10,00-0027981,11/9/1989
Q/R/W/T,Wes Welker,2505790,2.10,Jared,2013,10,00-0022427,5/1/1981
BN,BenJarvus Green-Ellis,929,3.60,Jared,2013,10,00-0025860,7/2/1985
BN,Jason Snelling,2495744,3.20,Jared,2013,10,00-0025631,12/29/1983
BN,David Wilson,2533035,0.00,Jared,2013,10,00-0029251,6/15/1991
BN,Tom Brady,2504211,0.00,Jared,2013,10,00-0019596,8/3/1977
BN,Charles Clay,2495139,2.10,Jared,2013,10,00-0028112,2/13/1989
RES,Randall Cobb,2495448,0.00,Jared,2013,10,00-0028002,8/22/1990
K,Blair Walsh,2532968,10.00,Jared,2013,10,00-0029576,1/8/1990
DEF,Tennessee Titans,100012,8.00,Jared,2013,10
QB,Case Keenum,2532888,19.34,Keenan,2013,10,00-0028986,2/17/1988
RB,Pierre Thomas,2507141,23.10,Keenan,2013,10,00-0024813,12/18/1984
RB,Le'Veon Bell,2540175,15.60,Keenan,2013,10,00-0030496,2/18/1992
WR,Victor Cruz,2507855,3.70,Keenan,2013,10,00-0027265,11/11/1986
WR,Marvin Jones,2532884,0.90,Keenan,2013,10,00-0029293,3/12/1990
TE,Vernon Davis,2495826,0.20,Keenan,2013,10,00-0024221,1/31/1984
Q/R/W/T,Tony Romo,2505354,9.12,Keenan,2013,10,00-0021678,4/21/1980
BN,Ryan Mathews,497188,12.10,Keenan,2013,10,00-0027864,10/10/1987
BN,Seneca Wallace,2505562,1.00,Keenan,2013,10,00-0022055,8/6/1980
BN,Aaron Rodgers,2506363,0.00,Keenan,2013,10,00-0023459,12/2/1983
BN,Danny Amendola,2649,0.00,Keenan,2013,10,00-0026035,11/2/1985
BN,Julian Edelman,238498,0.00,Keenan,2013,10,00-0027150,5/22/1986
BN,Darrius Heyward-Bey,80427,3.00,Keenan,2013,10,00-0026983,2/26/1987
K,Sebastian Janikowski,2504257,8.00,Keenan,2013,10,00-0019646,3/2/1978
DEF,Cincinnati Bengals,100006,15.00,Keenan,2013,10
QB,Christian Ponder,2495215,14.26,Brandon,2013,10,00-0027950,2/25/1988
RB,C.J. Spiller,497204,3.40,Brandon,2013,10,00-0027861,8/5/1987
RB,Jacquizz Rodgers,2495471,7.18,Brandon,2013,10,00-0028083,2/6/1990
WR,Hakeem Nicks,80672,4.90,Brandon,2013,10,00-0027005,1/14/1988
WR,Andre Johnson,2505551,15.70,Brandon,2013,10,00-0022044,7/11/1981
TE,Julius Thomas,2495353,15.60,Brandon,2013,10,00-0028067,6/27/1988
Q/R/W/T,Ryan Tannehill,2532956,15.36,Brandon,2013,10,00-0029701,7/27/1988
BN,Arian Foster,79555,0.00,Brandon,2013,10,00-0026796,8/24/1986
BN,Josh Freeman,79557,0.00,Brandon,2013,10,00-0026993,1/13/1988
BN,Chad Henne,252,3.10,Brandon,2013,10,00-0026197,7/2/1985
BN,EJ Manuel,2539228,9.90,Brandon,2013,10,00-0030526,3/19/1990
BN,Chris Ivory,2507999,0.00,Brandon,2013,10,00-0027531,3/22/1988
BN,Terrance Williams,2539205,8.10,Brandon,2013,10,00-0030542,9/18/1989
K,Steven Hauschka,2507374,16.00,Brandon,2013,10,00-0025944,6/29/1985
DEF,Green Bay Packers,100011,2.00,Brandon,2013,10
QB,Robert Griffin III,2533033,22.96,Matt,2013,11,00-0029665,2/12/1990
RB,LeSean McCoy,79607,27.00,Matt,2013,11,00-0027029,7/12/1988
RB,Frank Gore,2506404,5.60,Matt,2013,11,00-0023500,5/14/1983
WR,DeSean Jackson,1581,8.32,Matt,2013,11,00-0026189,12/1/1986
WR,Keenan Allen,2540154,5.18,Matt,2013,11,00-0030279,4/27/1992
TE,Jimmy Graham,497236,4.10,Matt,2013,11,00-0027696,11/24/1986
Q/R/W/T,Nick Foles,2532842,22.62,Matt,2013,11,00-0029567,1/20/1989
BN,Chris Ogbonnaya,80674,7.90,Matt,2013,11,00-0027140,5/20/1986
BN,Michael Vick,2504531,0.00,Matt,2013,11,00-0020245,6/26/1980
BN,Kendall Wright,2532977,8.00,Matt,2013,11,00-0029708,11/12/1989
BN,Rueben Randle,2533533,10.34,Matt,2013,11,00-0029262,5/7/1991
BN,Zac Stacy,2540273,0.00,Matt,2013,11,00-0030536,4/9/1991
K,Nick Novak,2506194,11.00,Matt,2013,11,00-0023096,8/21/1981
DEF,Houston Texans,100013,4.00,Matt,2013,11
BN,New York Giants,100023,16.00,Matt,2013,11
QB,Cam Newton,2495455,26.56,Kevin,2013,11,00-0027939,5/11/1989
RB,Marshawn Lynch,2495663,24.30,Kevin,2013,11,00-0025399,4/22/1986
RB,Andre Brown,2507790,9.30,Kevin,2013,11,00-0027094,12/15/1986
WR,Pierre Garcon,2346,7.70,Kevin,2013,11,00-0026345,8/8/1986
WR,Riley Cooper,497282,3.70,Kevin,2013,11,00-0027758,9/9/1987
TE,Delanie Walker,2495966,15.10,Kevin,2013,11,00-0024389,8/12/1984
Q/R/W/T,Colin Kaepernick,2495186,13.58,Kevin,2013,11,00-0027974,11/3/1987
BN,Percy Harvin,80425,2.86,Kevin,2013,11,00-0026998,5/28/1988
BN,Roddy White,2506366,7.60,Kevin,2013,11,00-0023462,11/2/1981
BN,Donald Brown,2507779,21.40,Kevin,2013,11,00-0027003,4/11/1987
BN,Trent Richardson,2533032,5.30,Kevin,2013,11,00-0029675,7/10/1990
BN,Golden Tate,497326,2.94,Kevin,2013,11,00-0027891,8/2/1988
BN,Jason Witten,2505629,0.00,Kevin,2013,11,00-0022127,5/6/1982
RES,Shane Vereen,2495473,7.20,Kevin,2013,11,00-0027994,3/2/1989
K,Mason Crosby,2507232,8.00,Kevin,2013,11,00-0025580,9/3/1984
DEF,Arizona Cardinals,100026,9.00,Kevin,2013,11
QB,Josh McCown,2505076,12.54,Brock,2013,11,00-0021206,7/4/1979
RB,Maurice Jones-Drew,2495831,9.50,Brock,2013,11,00-0024275,3/23/1985
RB,Lamar Miller,2533034,3.70,Brock,2013,11,00-0029615,4/25/1991
WR,A.J. Green,2495450,0.70,Brock,2013,11,00-0027942,7/31/1988
WR,Brandon Marshall,2495893,4.20,Brock,2013,11,00-0024334,3/23/1984
TE,Scott Chandler,2495573,4.00,Brock,2013,11,00-0025516,7/23/1985
Q/R/W/T,Geno Smith,2539335,-3.88,Brock,2013,11,00-0030565,10/10/1990
BN,Jay Cutler,2495824,0.00,Brock,2013,11,00-0024226,4/29/1983
BN,Carson Palmer,2505245,24.46,Brock,2013,11,00-0021429,12/27/1979
BN,Brandon Jacobs,2506448,6.90,Brock,2013,11,00-0023545,7/6/1982
BN,Brandon Weeden,2532970,0.00,Brock,2013,11,00-0029677,10/14/1983
RES,Doug Martin,2532899,0.00,Brock,2013,11,00-0029613,1/13/1989
K,Alex Henery,2495162,6.00,Brock,2013,11,00-0028058,8/18/1987
BN,Dan Bailey,2495259,0.00,Brock,2013,11,00-0028660,1/26/1988
DEF,Jacksonville Jaguars,100015,0.00,Brock,2013,11
BN,Carolina Panthers,100004,7.00,Brock,2013,11
QB,Andy Dalton,2495143,11.72,tim,2013,11,00-0027973,10/29/1987
RB,Stevan Ridley,2495470,8.80,tim,2013,11,00-0028011,1/27/1989
RB,Steven Jackson,2505936,6.50,tim,2013,11,00-0022736,7/22/1983
WR,Steve Smith,2504595,6.20,tim,2013,11,00-0020337,5/12/1979
WR,Kenny Stills,2540202,1.10,tim,2013,11,00-0030085,4/22/1992
TE,Jordan Cameron,2495267,2.90,tim,2013,11,00-0028040,8/7/1988
Q/R/W/T,Terrelle Pryor,2531332,0.00,tim,2013,11,00-0028825,6/20/1989
BN,Ray Rice,941,20.80,tim,2013,11,00-0026195,1/22/1987
BN,Jake Locker,2495194,0.00,tim,2013,11,00-0027946,6/15/1988
BN,Dwayne Bowe,2495558,11.70,tim,2013,11,00-0025410,9/21/1984
BN,Coby Fleener,2532838,10.70,tim,2013,11,00-0029697,9/20/1988
BN,Mike James,2540224,0.00,tim,2013,11,00-0030391,4/13/1991
K,Stephen Gostkowski,2506922,8.00,tim,2013,11,00-0024333,1/28/1984
BN,Robbie Gould,2506264,11.00,tim,2013,11,00-0023252,12/6/1982
DEF,Denver Broncos,100009,6.00,tim,2013,11
QB,Eli Manning,2505996,13.46,Matt,2013,11,00-0022803,1/3/1981
RB,Knowshon Moreno,79619,7.90,Matt,2013,11,00-0026988,7/16/1987
RB,Reggie Bush,2506874,3.40,Matt,2013,11,00-0024217,3/2/1985
WR,Harry Douglas,222,19.40,Matt,2013,11,00-0026224,9/16/1984
WR,Josh Gordon,2537931,18.50,Matt,2013,11,00-0029664,4/13/1991
TE,Greg Olsen,2495700,11.20,Matt,2013,11,00-0025418,3/11/1985
Q/R/W/T,Alex Smith,2506340,22.40,Matt,2013,11,00-0023436,5/7/1984
BN,Darren McFadden,284,0.00,Matt,2013,11,00-0026144,8/27/1987
BN,Rashad Jennings,71345,20.80,Matt,2013,11,00-0027155,3/26/1985
BN,Denarius Moore,2495315,7.10,Matt,2013,11,00-0028086,12/9/1988
BN,Marques Colston,2495821,8.00,Matt,2013,11,00-0024466,6/5/1983
BN,Jarrett Boykin,2532799,9.10,Matt,2013,11,00-0029051,11/4/1989
BN,Jonathan Stewart,949,1.00,Matt,2013,11,00-0026153,3/21/1987
K,Matt Prater,2506677,9.00,Matt,2013,11,00-0023853,8/10/1984
DEF,Seattle Seahawks,100030,17.00,Matt,2013,11
QB,Russell Wilson,2532975,18.60,Eric,2013,11,00-0029263,11/29/1988
RB,Chris Johnson,262,20.40,Eric,2013,11,00-0026164,9/23/1985
RB,Giovani Bernard,2540156,8.60,Eric,2013,11,00-0030456,11/22/1991
WR,Jordy Nelson,1032,11.70,Eric,2013,11,00-0026176,5/31/1985
WR,T.Y. Hilton,2532865,4.70,Eric,2013,11,00-0029608,11/14/1989
TE,Tony Gonzalez,2500835,8.30,Eric,2013,11,00-0006101,2/27/1976
Q/R/W/T,Drew Brees,2504775,14.10,Eric,2013,11,00-0020531,1/15/1979
BN,Joique Bell,497145,15.70,Eric,2013,11,00-0027218,8/4/1986
BN,Scott Tolzien,2495425,8.66,Eric,2013,11,00-0028595,9/4/1987
BN,DeAngelo Williams,2495979,2.50,Eric,2013,11,00-0024242,4/25/1983
BN,Kellen Clemens,2506895,0.00,Eric,2013,11,00-0024264,6/6/1983
BN,Tavon Austin,2539336,0.00,Eric,2013,11,00-0030525,3/15/1990
BN,Torrey Smith,2495459,9.20,Eric,2013,11,00-0027996,1/26/1989
K,Justin Tucker,2536340,9.00,Eric,2013,11,00-0029597,11/21/1989
DEF,Baltimore Ravens,100002,3.00,Eric,2013,11
QB,Matthew Stafford,79860,22.88,Daniel,2013,11,00-0026498,2/7/1988
RB,Matt Forte,234,18.50,Daniel,2013,11,00-0026184,12/10/1985
RB,Alfred Morris,2533457,9.30,Daniel,2013,11,00-0029141,12/12/1988
WR,Cecil Shorts,2495341,2.20,Daniel,2013,11,00-0028052,12/22/1987
WR,Calvin Johnson,2495647,29.90,Daniel,2013,11,00-0025389,9/29/1985
TE,Rob Gronkowski,497240,11.90,Daniel,2013,11,00-0027656,5/14/1989
Q/R/W/T,Ben Roethlisberger,2506109,31.88,Daniel,2013,11,00-0022924,3/2/1982
BN,Jason Campbell,2506364,7.92,Daniel,2013,11,00-0023460,12/31/1981
BN,Roy Helu,2495161,5.00,Daniel,2013,11,00-0028043,12/7/1988
BN,Darren Sproles,2506467,3.60,Daniel,2013,11,00-0023564,6/20/1983
BN,Dez Bryant,497278,0.00,Daniel,2013,11,00-0027902,11/4/1988
BN,Jordan Reed,2540160,1.20,Daniel,2013,11,00-0030472,7/3/1990
RES,Michael Crabtree,71269,0.00,Daniel,2013,11,00-0026986,9/14/1987
K,Garrett Hartley,4381,11.00,Daniel,2013,11,00-0025824,5/16/1986
DEF,Chicago Bears,100005,14.00,Daniel,2013,11
BN,San Francisco 49ers,100029,6.00,Daniel,2013,11
QB,Andrew Luck,2533031,18.38,joe,2013,11,00-0029668,9/12/1989
RB,Jamaal Charles,925,7.20,joe,2013,11,00-0026213,12/27/1986
RB,Andre Ellington,2539217,1.30,joe,2013,11,00-0030287,2/3/1989
WR,Demaryius Thomas,497328,12.10,joe,2013,11,00-0027874,12/25/1987
WR,Vincent Jackson,2506400,22.50,joe,2013,11,00-0023496,1/14/1983
TE,Timothy Wright,2541768,1.30,joe,2013,11,00-0029910,4/7/1990
Q/R/W/T,Matt Ryan,310,14.16,joe,2013,11,00-0026143,5/17/1985
BN,Martellus Bennett,1062,4.80,joe,2013,11,00-0026201,3/10/1987
BN,Danny Woodhead,4327,4.56,joe,2013,11,00-0026019,1/25/1985
BN,Ben Tate,497208,11.70,joe,2013,11,00-0027890,8/21/1988
BN,Daniel Thomas,2495241,11.90,joe,2013,11,00-0028000,10/29/1987
BN,Alshon Jeffery,2533039,10.00,joe,2013,11,00-0029137,2/14/1990
K,Josh Brown,2505459,9.00,joe,2013,11,00-0021940,4/29/1979
DEF,Miami Dolphins,100019,4.00,joe,2013,11
BN,New England Patriots,100021,2.00,joe,2013,11
QB,Peyton Manning,2501863,14.92,jordan,2013,11,00-0010346,3/24/1976
RB,Brian Leonard,2495660,3.70,jordan,2013,11,00-0025439,2/3/1984
RB,Adrian Peterson,2507164,6.50,jordan,2013,11,00-0025394,3/21/1985
WR,Eric Decker,497284,7.10,jordan,2013,11,00-0027690,3/15/1987
WR,Larry Fitzgerald,2506106,12.10,jordan,2013,11,00-0022921,8/31/1983
TE,Antonio Gates,2505299,11.20,jordan,2013,11,00-0021547,6/18/1980
Q/R/W/T,Philip Rivers,2506121,14.52,jordan,2013,11,00-0022942,12/8/1981
BN,DeMarco Murray,2495207,0.00,jordan,2013,11,00-0028009,2/12/1988
BN,James Jones,2507183,5.50,jordan,2013,11,00-0025465,3/31/1984
BN,Bobby Rainey,2534571,34.70,jordan,2013,11,00-0029384,10/16/1987
BN,Aaron Dobson,2539256,3.80,jordan,2013,11,00-0030540,7/23/1991
BN,Mike Glennon,2539275,17.64,jordan,2013,11,00-0030520,12/12/1989
K,Nick Folk,2507225,1.00,jordan,2013,11,00-0025565,11/5/1984
DEF,New York Jets,100024,-3.00,jordan,2013,11
BN,Kansas City Chiefs,100016,-1.00,jordan,2013,11
QB,Joe Flacco,382,8.48,Jared,2013,11,00-0026158,1/16/1985
RB,Fred Jackson,2506871,3.90,Jared,2013,11,00-0024204,2/20/1981
RB,Eddie Lacy,2540168,10.80,Jared,2013,11,00-0030485,6/2/1990
WR,Wes Welker,2505790,7.20,Jared,2013,11,00-0022427,5/1/1981
WR,Antonio Brown,2508061,26.24,Jared,2013,11,00-0027793,7/10/1988
TE,Charles Clay,2495139,15.00,Jared,2013,11,00-0028112,2/13/1989
Q/R/W/T,Tom Brady,2504211,14.14,Jared,2013,11,00-0019596,8/3/1977
BN,BenJarvus Green-Ellis,929,6.20,Jared,2013,11,00-0025860,7/2/1985
BN,Jason Snelling,2495744,0.00,Jared,2013,11,00-0025631,12/29/1983
BN,David Wilson,2533035,0.00,Jared,2013,11,00-0029251,6/15/1991
BN,Mike Wallace,2507763,3.90,Jared,2013,11,00-0026901,8/1/1986
BN,Kyle Rudolph,2495438,0.00,Jared,2013,11,00-0027981,11/9/1989
RES,Randall Cobb,2495448,0.00,Jared,2013,11,00-0028002,8/22/1990
K,Blair Walsh,2532968,8.00,Jared,2013,11,00-0029576,1/8/1990
DEF,Tennessee Titans,100012,-3.00,Jared,2013,11
QB,Case Keenum,2532888,8.80,Keenan,2013,11,00-0028986,2/17/1988
RB,Pierre Thomas,2507141,8.40,Keenan,2013,11,00-0024813,12/18/1984
RB,Le'Veon Bell,2540175,8.80,Keenan,2013,11,00-0030496,2/18/1992
WR,Danny Amendola,2649,4.76,Keenan,2013,11,00-0026035,11/2/1985
WR,Victor Cruz,2507855,11.00,Keenan,2013,11,00-0027265,11/11/1986
TE,Vernon Davis,2495826,9.30,Keenan,2013,11,00-0024221,1/31/1984
Q/R/W/T,Anquan Boldin,2505587,11.60,Keenan,2013,11,00-0022084,10/3/1980
BN,Ryan Mathews,497188,14.30,Keenan,2013,11,00-0027864,10/10/1987
BN,Tony Romo,2505354,0.00,Keenan,2013,11,00-0021678,4/21/1980
BN,Aaron Rodgers,2506363,0.00,Keenan,2013,11,00-0023459,12/2/1983
BN,Julian Edelman,238498,2.70,Keenan,2013,11,00-0027150,5/22/1986
BN,Darrius Heyward-Bey,80427,1.00,Keenan,2013,11,00-0026983,2/26/1987
BN,Marvin Jones,2532884,0.80,Keenan,2013,11,00-0029293,3/12/1990
K,Mike Nugent,2506386,11.00,Keenan,2013,11,00-0023482,3/2/1982
DEF,Cincinnati Bengals,100006,25.00,Keenan,2013,11
QB,Ryan Fitzpatrick,2506581,15.48,Brandon,2013,11,00-0023682,11/24/1982
RB,C.J. Spiller,497204,1.60,Brandon,2013,11,00-0027861,8/5/1987
RB,Chris Ivory,2507999,15.80,Brandon,2013,11,00-0027531,3/22/1988
WR,Hakeem Nicks,80672,5.00,Brandon,2013,11,00-0027005,1/14/1988
WR,Andre Johnson,2505551,11.60,Brandon,2013,11,00-0022044,7/11/1981
TE,Julius Thomas,2495353,10.30,Brandon,2013,11,00-0028067,6/27/1988
Q/R/W/T,Ryan Tannehill,2532956,14.82,Brandon,2013,11,00-0029701,7/27/1988
BN,Josh Freeman,79557,0.00,Brandon,2013,11,00-0026993,1/13/1988
BN,Christian Ponder,2495215,3.16,Brandon,2013,11,00-0027950,2/25/1988
BN,Dennis Johnson,2539936,0.20,Brandon,2013,11,00-0030236,2/24/1990
BN,EJ Manuel,2539228,18.70,Brandon,2013,11,00-0030526,3/19/1990
BN,Jacquizz Rodgers,2495471,3.00,Brandon,2013,11,00-0028083,2/6/1990
BN,Terrance Williams,2539205,0.00,Brandon,2013,11,00-0030542,9/18/1989
K,Steven Hauschka,2507374,12.00,Brandon,2013,11,00-0025944,6/29/1985
DEF,Green Bay Packers,100011,5.00,Brandon,2013,11
QB,Robert Griffin III,2533033,5.42,Matt,2013,12,00-0029665,2/12/1990
RB,Frank Gore,2506404,3.40,Matt,2013,12,00-0023500,5/14/1983
RB,Zac Stacy,2540273,15.70,Matt,2013,12,00-0030536,4/9/1991
WR,Kendall Wright,2532977,16.30,Matt,2013,12,00-0029708,11/12/1989
WR,Rueben Randle,2533533,6.72,Matt,2013,12,00-0029262,5/7/1991
TE,Jimmy Graham,497236,16.00,Matt,2013,12,00-0027696,11/24/1986
Q/R/W/T,Matt McGloin,2542065,13.00,Matt,2013,12,00-0030419,12/2/1989
BN,Chris Ogbonnaya,80674,2.10,Matt,2013,12,00-0027140,5/20/1986
BN,Michael Vick,2504531,0.00,Matt,2013,12,00-0020245,6/26/1980
BN,Nick Foles,2532842,0.00,Matt,2013,12,00-0029567,1/20/1989
BN,LeSean McCoy,79607,0.00,Matt,2013,12,00-0027029,7/12/1988
BN,Keenan Allen,2540154,12.50,Matt,2013,12,00-0030279,4/27/1992
BN,DeSean Jackson,1581,0.00,Matt,2013,12,00-0026189,12/1/1986
K,Adam Vinatieri,2503471,3.00,Matt,2013,12,00-0016919,12/28/1972
DEF,Houston Texans,100013,8.00,Matt,2013,12
QB,Cam Newton,2495455,20.06,Kevin,2013,12,00-0027939,5/11/1989
RB,Shane Vereen,2495473,9.10,Kevin,2013,12,00-0027994,3/2/1989
RB,Andre Brown,2507790,15.80,Kevin,2013,12,00-0027094,12/15/1986
WR,Pierre Garcon,2346,4.80,Kevin,2013,12,00-0026345,8/8/1986
WR,Roddy White,2506366,2.40,Kevin,2013,12,00-0023462,11/2/1981
TE,Jason Witten,2505629,15.70,Kevin,2013,12,00-0022127,5/6/1982
Q/R/W/T,Colin Kaepernick,2495186,23.40,Kevin,2013,12,00-0027974,11/3/1987
BN,Percy Harvin,80425,0.00,Kevin,2013,12,00-0026998,5/28/1988
BN,Riley Cooper,497282,0.00,Kevin,2013,12,00-0027758,9/9/1987
